Nâng cấp bắt đầu: 19:14:25_19-08-2021
19:14:25_19-08-2021 | 116.109.105.190 | Tải về bản backup các file thay đổi | SUCCESS
19:14:31_19-08-2021 | 116.109.105.190 | Sao lưu CSDL dạng sql | SUCCESS
19:14:50_19-08-2021 | 116.109.105.190 | Cập nhật module Banners lên 4.5.00 | SUCCESS
19:14:52_19-08-2021 | 116.109.105.190 | Cập nhật module Contact lên 4.5.00 | SUCCESS
19:14:53_19-08-2021 | 116.109.105.190 | Cập nhật module News lên 4.5.00 | SUCCESS
19:14:54_19-08-2021 | 116.109.105.190 | Cập nhật module Page lên 4.5.00 | SUCCESS
19:14:55_19-08-2021 | 116.109.105.190 | Cập nhật module Users lên 4.5.00 | SUCCESS
19:14:57_19-08-2021 | 116.109.105.190 | Cập nhật module Voting lên 4.5.00 | SUCCESS
19:14:58_19-08-2021 | 116.109.105.190 | Cập nhật hệ thống lên 4.5.00 | SUCCESS
19:14:59_19-08-2021 | 116.109.105.190 | Cập nhật CSDL lên phiên bản 4.5.00 | SUCCESS
19:15:16_19-08-2021 | 116.109.105.190 | Tạo thư mục assets/js/chart/chunks | SUCCESS
19:15:16_19-08-2021 | 116.109.105.190 | Tạo thư mục assets/mobile | SUCCESS
19:15:16_19-08-2021 | 116.109.105.190 | Tạo thư mục assets/mobile/news | SUCCESS
19:15:16_19-08-2021 | 116.109.105.190 | Tạo thư mục assets/news/authors | SUCCESS
19:15:16_19-08-2021 | 116.109.105.190 | Tạo thư mục data/certs | SUCCESS
19:15:16_19-08-2021 | 116.109.105.190 | Tạo thư mục data/logs/news_logs | SUCCESS
19:15:16_19-08-2021 | 116.109.105.190 | Tạo thư mục includes/api | SUCCESS
19:15:16_19-08-2021 | 116.109.105.190 | Tạo thư mục themes/mobile_default | SUCCESS
19:15:16_19-08-2021 | 116.109.105.190 | Tạo thư mục themes/mobile_default/blocks | SUCCESS
19:15:16_19-08-2021 | 116.109.105.190 | Tạo thư mục themes/mobile_default/css | SUCCESS
19:15:16_19-08-2021 | 116.109.105.190 | Tạo thư mục themes/mobile_default/js | SUCCESS
19:15:16_19-08-2021 | 116.109.105.190 | Tạo thư mục themes/mobile_default/language | SUCCESS
19:15:16_19-08-2021 | 116.109.105.190 | Tạo thư mục themes/mobile_default/layout | SUCCESS
19:15:16_19-08-2021 | 116.109.105.190 | Tạo thư mục themes/mobile_default/modules | SUCCESS
19:15:16_19-08-2021 | 116.109.105.190 | Tạo thư mục themes/mobile_default/modules/comment | SUCCESS
19:15:16_19-08-2021 | 116.109.105.190 | Tạo thư mục themes/mobile_default/modules/contact | SUCCESS
19:15:16_19-08-2021 | 116.109.105.190 | Tạo thư mục themes/mobile_default/modules/menu | SUCCESS
19:15:16_19-08-2021 | 116.109.105.190 | Tạo thư mục themes/mobile_default/modules/news | SUCCESS
19:15:16_19-08-2021 | 116.109.105.190 | Tạo thư mục themes/mobile_default/modules/users | SUCCESS
19:15:16_19-08-2021 | 116.109.105.190 | Tạo thư mục themes/mobile_default/system | SUCCESS
